City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
codrington,-38.2667,141.9667,56.25,72,11,7.05,AU,1619650891
jamestown,42.097,-79.2353,69.8,64,1,11.5,US,1619650801
vostok,46.4856,135.8833,43.09,60,8,6.33,RU,1619650891
los llanos de aridane,28.6585,-17.9182,69.8,60,90,5.75,ES,1619650892
anderson,34.5334,-82.6499,82.0,47,1,8.05,US,1619650892
punta arenas,-53.15,-70.9167,41.0,81,75,31.07,CL,1619650669
port alfred,-33.5906,26.891,66.27,79,98,7.18,ZA,1619650893
broome,42.2506,-75.833,64.0,94,90,3.44,US,1619650893
marsala,37.7966,12.4352,70.0,77,0,6.91,IT,1619650893
homer,59.6425,-151.5483,51.8,43,75,6.91,US,1619650894
labuan,5.2767,115.2417,77.0,94,75,4.61,MY,1619650829
masallatah,32.6167,14.0,72.79,45,100,7.34,LY,1619650894
la ronge,55.1001,-105.2842,35.6,48,100,9.22,CA,1619650895
yulara,-25.2406,130.9889,53.6,50,0,6.91,AU,1619650895
bredasdorp,-34.5322,20.0403,55.4,76,52,3.44,ZA,1619650896
hermanus,-34.4187,19.2345,51.01,92,19,6.15,ZA,1619650896
gat,31.61,34.7642,66.0,90,0,6.76,IL,1619650896
kigoma,-4.8769,29.6267,71.6,94,20,5.37,TZ,1619650897
narsaq,60.9167,-46.05,39.2,75,53,4.61,GL,1619650897
san juan del sur,11.2529,-85.8705,87.8,55,0,4.61,NI,1619650898
voskresenskoye,56.8381,45.4317,34.07,95,65,6.49,RU,1619650898
butaritari,3.0707,172.7902,82.54,77,99,11.79,KI,1619650720
isangel,-19.55,169.2667,77.0,69,20,5.75,VU,1619650898
avera,33.194,-82.5271,82.4,47,1,6.91,US,1619650899
nemuro,43.3236,145.575,43.56,79,100,5.01,JP,1619650899
busselton,-33.65,115.3333,60.01,98,97,4.61,AU,1619650899
lompoc,34.6391,-120.4579,71.01,63,0,17.27,US,1619650900
puerto ayora,-0.7393,-90.3518,80.6,78,75,16.11,EC,1619650900
new norfolk,-42.7826,147.0587,57.0,85,100,1.01,AU,1619650901
kavieng,-2.5744,150.7967,83.05,74,95,5.86,PG,1619650901
morondava,-20.2833,44.2833,77.94,74,0,6.15,MG,1619650901
brae,60.3964,-1.353,37.4,87,75,9.22,GB,1619650902
touros,-5.1989,-35.4608,78.8,78,20,5.75,BR,1619650903
qaanaaq,77.484,-69.3632,30.78,85,100,6.46,GL,1619650677
grand gaube,-20.0064,57.6608,75.0,92,99,5.99,MU,1619650903
rawson,-43.3002,-65.1023,62.91,62,74,11.41,AR,1619650904
matara,5.9485,80.5353,79.25,84,90,6.62,LK,1619650904
vredendal,-31.6683,18.5012,58.87,67,100,20.42,ZA,1619650905
coihaique,-45.5752,-72.0662,51.8,66,75,3.44,CL,1619650905
bluff,-46.6,168.3333,57.0,77,97,5.99,NZ,1619650871
komsomolskiy,40.4272,71.7189,66.2,37,0,4.61,UZ,1619650906
marzuq,14.4,46.4667,72.66,67,100,5.88,YE,1619650906
srednekolymsk,67.45,153.6833,28.44,92,88,6.91,RU,1619650835
severo-kurilsk,50.6789,156.125,36.16,87,98,2.84,RU,1619650907
carnarvon,-24.8667,113.6333,60.8,82,0,5.75,AU,1619650708
marsaxlokk,35.8419,14.5431,63.0,77,0,4.61,MT,1619650907
saint-georges,12.0564,-61.7485,82.4,74,40,23.02,GD,1619650908
san cristobal,7.7669,-72.225,82.4,65,75,2.3,VE,1619650908
castro,-24.7911,-50.0119,53.91,85,15,3.29,BR,1619650548
lillooet,50.6856,-121.942,62.6,42,90,21.85,CA,1619650908
nueva loja,0.0847,-76.8828,82.4,74,40,2.3,EC,1619650909
vaini,-21.2,-175.2,78.8,89,75,8.05,TO,1619650678
inhambane,-23.865,35.3833,73.38,78,0,7.38,MZ,1619650910
kaitangata,-46.2817,169.8464,57.99,72,99,5.01,NZ,1619650910
nikolskoye,59.7035,30.7861,33.8,75,0,6.71,RU,1619650910
la asuncion,11.0333,-63.8628,84.2,61,100,14.97,VE,1619650911
hobart,-42.8794,147.3294,59.0,67,75,3.44,AU,1619650620
cabo san lucas,22.8909,-109.9124,75.99,53,40,5.75,MX,1619650697
mataura,-46.1927,168.8643,57.99,77,98,5.99,NZ,1619650674
poplar bluff,36.757,-90.3929,68.0,94,90,8.05,US,1619650912
umkomaas,-30.2067,30.7978,72.0,83,85,1.99,ZA,1619650912
barrow,71.2906,-156.7887,19.4,86,90,11.5,US,1619650692
thompson,55.7435,-97.8558,32.0,29,20,14.97,CA,1619650913
bhadohi,25.4167,82.5667,85.46,10,66,5.1,IN,1619650913
kisanga,-7.4362,37.7034,71.31,96,53,1.95,TZ,1619650914
taitung,22.7583,121.1444,73.4,83,75,2.3,TW,1619650914
kurumkan,54.3,110.3,26.29,64,49,2.64,RU,1619650914
broken hill,-31.95,141.4333,50.0,57,0,4.61,AU,1619650915
bengkulu,-3.8004,102.2655,75.09,89,89,3.8,ID,1619650915
svobodnyy,51.4,128.1333,45.34,40,100,10.13,RU,1619650915
tuatapere,-46.1333,167.6833,57.99,77,93,5.99,NZ,1619650695
yellowknife,62.456,-114.3525,25.0,54,40,18.41,CA,1619650685
ballina,-28.8667,153.5667,62.6,94,100,5.75,AU,1619650916
boyuibe,-20.4167,-63.2833,69.8,52,90,6.91,BO,1619650917
kodiak,57.79,-152.4072,44.6,93,90,4.61,US,1619650917
hithadhoo,-0.6,73.0833,83.03,72,31,6.8,MV,1619650917
birjand,32.8663,59.2211,62.6,25,0,4.61,IR,1619650918
opuwo,-18.0607,13.84,68.68,50,26,4.65,NA,1619650918
port lincoln,-34.7333,135.8667,64.58,49,9,2.73,AU,1619650918
arraial do cabo,-22.9661,-42.0278,73.4,88,75,3.44,BR,1619650702
airai,-8.9266,125.4092,62.94,61,15,0.96,TL,1619650919
victoria,22.2855,114.1577,73.0,78,100,7.65,HK,1619650814
sheridan,44.8333,-106.9173,66.99,27,1,14.97,US,1619650920
prince rupert,54.3161,-130.3201,50.0,87,90,11.5,CA,1619650680
riyadh,24.6877,46.7219,78.8,34,75,11.5,SA,1619650920
rapid valley,44.0625,-103.1463,66.2,27,75,6.91,US,1619650921
karatau,43.1667,70.4667,63.0,37,0,2.93,KZ,1619650921
muros,42.7762,-9.0603,50.0,78,0,1.01,ES,1619650921
mount gambier,-37.8333,140.7667,48.2,93,6,9.22,AU,1619650922
upernavik,72.7868,-56.1549,23.65,91,48,3.27,GL,1619650922
seaham,54.839,-1.3458,39.99,83,71,3.0,GB,1619650923
burnie,-41.0667,145.9167,55.99,93,100,1.99,AU,1619650924
ornes,66.8689,13.7078,35.01,64,40,5.75,NO,1619650924
namibe,-15.1961,12.1522,74.84,69,19,9.57,AO,1619650925
constitucion,-35.3333,-72.4167,58.26,76,38,9.4,CL,1619650925
calafell,41.2,1.5683,60.01,100,100,2.86,ES,1619650926
madimba,-10.4,40.3333,75.2,94,20,11.5,TZ,1619650926
aden,12.7794,45.0367,83.57,73,94,2.57,YE,1619650808
hamburg,53.55,10.0,51.8,66,0,3.44,DE,1619650921
cap-aux-meules,47.3821,-61.8597,39.2,87,75,6.91,CA,1619650927
khatanga,71.9667,102.5,22.39,93,99,4.32,RU,1619650674
saint-philippe,-21.3585,55.7679,73.4,83,20,9.22,RE,1619650757
bay roberts,47.5999,-53.2648,39.99,86,97,1.99,CA,1619650712
alice springs,-23.7,133.8833,51.8,58,0,5.75,AU,1619650928
aksu,41.1231,80.2644,63.32,18,0,5.79,CN,1619650928
pacific grove,36.6177,-121.9166,69.8,46,1,6.91,US,1619650929
majene,-3.5403,118.9707,77.61,86,100,3.22,ID,1619650929
sao joao da barra,-21.6403,-41.0511,74.17,73,48,8.81,BR,1619650833
suzhou,31.3114,120.6181,64.0,94,66,4.47,CN,1619650930
ribeira grande,38.5167,-28.7,59.38,73,38,15.84,PT,1619650930
talnakh,69.4865,88.3972,29.84,97,100,7.7,RU,1619650930
birao,10.2849,22.7882,78.24,56,72,6.04,CF,1619650931
qurayyat,31.3318,37.3428,68.0,30,0,11.5,SA,1619650931
sao filipe,14.8961,-24.4956,72.37,77,17,10.29,CV,1619650931
tarauaca,-8.1614,-70.7656,72.59,96,81,2.3,BR,1619650932
anloga,5.7947,0.8973,80.6,83,20,2.3,GH,1619650932
chapais,49.7834,-74.8492,57.2,35,1,9.22,CA,1619650933
carutapera,-1.195,-46.02,77.04,84,97,5.26,BR,1619650933
buta,2.7858,24.73,68.72,98,100,1.95,CD,1619650933
kampot,10.6167,104.1833,77.0,94,40,1.14,KH,1619650934
grajewo,53.6473,22.4554,37.63,80,70,7.31,PL,1619650934
hamilton,39.1834,-84.5333,69.01,88,90,9.22,US,1619650687
ardakan,32.31,54.0175,75.2,25,0,4.61,IR,1619650935
tasiilaq,65.6145,-37.6368,32.0,100,90,1.14,GL,1619650935
ahipara,-35.1667,173.1667,63.19,55,15,9.95,NZ,1619650760
lebu,-37.6167,-73.65,56.25,91,86,5.53,CL,1619650936
zhanaozen,43.3,52.8,62.51,49,100,18.75,KZ,1619650936
krasnoselkup,65.7,82.4667,31.41,95,100,8.32,RU,1619650937
ucluelet,48.9329,-125.5528,52.0,93,90,9.22,CA,1619650708
huarmey,-10.0681,-78.1522,68.92,84,24,9.28,PE,1619650937
georgetown,5.4112,100.3354,79.0,94,20,5.75,MY,1619650888
samastipur,25.85,85.7833,79.25,19,0,9.04,IN,1619650938
viedma,-40.8135,-62.9967,63.73,58,92,9.42,AR,1619650828
ramsar,36.9226,50.6426,62.31,89,52,1.95,IR,1619650939
jinji,23.2281,110.8261,64.6,90,97,2.04,CN,1619650939
torbay,47.6666,-52.7314,41.0,81,90,16.11,CA,1619650940
dunedin,-45.8742,170.5036,59.0,70,93,1.99,NZ,1619650851
jiuquan,39.7432,98.5174,57.27,14,57,9.91,CN,1619650940
north bend,43.4065,-124.2243,73.99,59,1,9.22,US,1619650940
raudeberg,61.9875,5.1352,41.0,79,9,19.04,NO,1619650713
port blair,11.6667,92.75,81.55,74,96,3.22,IN,1619650941
morlaix,48.5833,-4.0,51.01,81,75,4.61,FR,1619650941
albany,42.6001,-73.9662,63.0,79,100,4.38,US,1619650942
gulariya,28.2333,81.3333,82.99,60,35,1.01,NP,1619650942
leshukonskoye,64.8989,45.7622,25.11,74,44,3.4,RU,1619650943
savannah bight,16.45,-85.85,86.0,66,20,10.36,HN,1619650943
esso,55.9333,158.7,36.12,98,100,4.81,RU,1619650943
sorong,-0.8833,131.25,79.11,85,27,5.1,ID,1619650944
sorland,67.667,12.6934,37.17,62,65,13.13,NO,1619650944
la sarre,48.8002,-79.1996,52.12,52,100,5.55,CA,1619650804
impfondo,1.6381,18.0667,72.39,96,100,1.07,CG,1619650934
christchurch,-43.5333,172.6333,59.0,54,7,6.91,NZ,1619650774
evensk,61.95,159.2333,28.83,61,7,5.73,RU,1619650945
askarovo,53.3372,58.5089,39.2,60,40,8.95,RU,1619650945
pevek,69.7008,170.3133,20.23,81,100,10.6,RU,1619650694
forio,40.7342,13.8646,61.0,89,75,3.0,IT,1619650946
sitka,57.0531,-135.33,50.0,76,40,10.36,US,1619650779
sur,22.5667,59.5289,86.56,38,97,4.63,OM,1619650946
tiksi,71.6872,128.8694,23.97,91,55,7.52,RU,1619650947
saint-augustin,51.226,-58.6502,41.83,79,85,1.79,CA,1619650670
rumonge,-3.9736,29.4386,70.66,84,44,5.32,BI,1619650947
billings,45.7833,-108.5007,70.0,21,75,20.71,US,1619650664
waipawa,-41.4122,175.5153,59.0,67,0,12.66,NZ,1619650947
bilma,18.6853,12.9164,85.82,9,0,5.28,NE,1619650948
cherskiy,68.75,161.3,28.49,95,100,8.05,RU,1619650948
port hardy,50.6996,-127.4199,51.8,87,90,12.66,CA,1619650804
naze,28.3667,129.4833,69.8,94,75,25.32,JP,1619650949
east london,-33.0153,27.9116,68.83,73,100,8.55,ZA,1619650712
hambantota,6.1241,81.1185,80.29,83,95,10.65,LK,1619650670
benin,9.5,2.25,77.5,71,96,6.67,BJ,1619650949
margherita,27.2833,95.6833,73.74,46,50,2.04,IN,1619650950
ilulissat,69.2167,-51.1,33.8,80,98,10.36,GL,1619650874
karabulak,43.3036,44.8964,53.6,87,100,6.71,RU,1619650950
aklavik,68.2191,-135.0107,37.4,48,9,9.22,CA,1619650815
balabac,7.9868,117.0645,80.26,83,83,8.86,PH,1619650951
chokurdakh,70.6333,147.9167,14.32,92,79,9.71,RU,1619650951
nizhnevartovsk,60.9344,76.5531,37.4,75,0,4.47,RU,1619650952
tuktoyaktuk,69.4541,-133.0374,28.4,74,20,16.11,CA,1619650952
le port,-20.9373,55.2919,73.4,83,75,16.11,RE,1619650952
gejiu,23.306,103.1635,49.69,86,100,3.98,CN,1619650953
saint-pierre,-21.3393,55.4781,73.4,83,20,9.22,RE,1619650953
pisco,-13.7,-76.2167,66.2,88,40,6.91,PE,1619650953
iqaluit,63.7506,-68.5145,30.2,93,90,13.8,CA,1619650705
chulym,55.0997,80.9572,41.54,90,99,7.54,RU,1619650954
husavik,66.0449,-17.3389,33.8,69,0,8.05,IS,1619650955
ponta do sol,32.6667,-17.1,60.01,76,69,2.55,PT,1619650955
puerto escondido,15.85,-97.0667,86.0,66,1,5.75,MX,1619650955
saskylakh,71.9167,114.0833,20.7,90,85,7.56,RU,1619650956
ko samui,9.5357,99.9357,83.95,70,100,7.38,TH,1619650956
port pirie,-33.1833,138.0167,48.2,87,0,5.75,AU,1619650956
leh,34.1667,77.5833,34.34,48,63,1.19,IN,1619650957
fortuna,40.5982,-124.1573,64.0,88,20,16.11,US,1619650707
gwanda,-20.9333,29.0,63.23,44,4,7.34,ZW,1619650957
pringsewu,-5.3582,104.9744,72.75,97,100,1.59,ID,1619650958
honiara,-9.4333,159.95,83.43,69,74,1.92,SB,1619650722
faanui,-16.4833,-151.75,82.26,70,83,10.85,PF,1619650549
kruisfontein,-34.0033,24.7314,63.0,83,94,1.99,ZA,1619650958
ulaangom,49.9811,92.0667,44.55,56,52,1.39,MN,1619650959
leningradskiy,69.3833,178.4167,23.05,75,24,2.59,RU,1619650959
lavrentiya,65.5833,-171.0,27.19,74,7,6.8,RU,1619650959
yumen,40.2833,97.2,56.01,14,16,15.66,CN,1619650960
bandarbeyla,9.4942,50.8122,82.42,79,20,5.01,SO,1619650960
shache,38.4167,77.2406,62.38,13,0,2.46,CN,1619650960
guerrero negro,27.9769,-114.0611,66.74,55,0,17.9,MX,1619650961
kogon,39.7228,64.5517,71.6,35,0,2.3,UZ,1619650752
mahebourg,-20.4081,57.7,75.0,92,96,7.0,MU,1619650666
norman wells,65.282,-126.8329,32.0,55,20,17.27,CA,1619650712
pitanga,-24.7572,-51.7614,56.12,68,6,3.33,BR,1619650961
vila franca do campo,37.7167,-25.4333,57.2,77,75,5.75,PT,1619650757
khilok,51.3674,110.4676,24.96,51,20,2.62,RU,1619650962
dano,11.15,-3.0667,90.52,35,100,7.61,BF,1619650962
abu dhabi,24.4667,54.3667,91.4,27,0,8.05,AE,1619650697
praya,14.9215,-23.5087,71.6,73,20,13.8,CV,1619650780
nabire,-3.3667,135.4833,79.68,77,89,2.46,ID,1619650963
hasaki,35.7333,140.8333,61.0,94,75,4.61,JP,1619650724
mount isa,-20.7333,139.5,71.6,37,0,4.61,AU,1619650821
sao joaquim,-28.2939,-49.9317,44.42,97,3,3.87,BR,1619650964
hilo,19.7297,-155.09,84.2,48,90,9.22,US,1619650704
egvekinot,66.3167,-179.1667,19.85,85,48,2.51,RU,1619650965
eureka,40.8021,-124.1637,66.99,66,27,5.01,US,1619650965
ishigaki,24.3448,124.1572,73.4,83,75,3.44,JP,1619650965
zyryanka,65.75,150.85,29.86,91,100,8.86,RU,1619650966
luderitz,-26.6481,15.1594,60.84,76,0,17.2,NA,1619650966
rojhan,28.6868,69.9534,86.31,17,1,8.14,PK,1619650763
san patricio,28.017,-97.5169,86.0,74,1,26.46,US,1619650966
bambous virieux,-20.3428,57.7575,75.0,92,98,5.99,MU,1619650967
coquimbo,-29.9533,-71.3436,59.0,82,0,10.36,CL,1619650967
adrian,41.8975,-84.0372,72.0,68,75,8.05,US,1619650968
mincivan,39.0294,46.7185,60.85,83,69,1.19,AZ,1619650968
quesnel,52.9999,-122.5029,48.2,87,90,9.22,CA,1619650968
tahoua,14.8888,5.2692,93.2,14,0,4.61,NE,1619650747
orotukan,62.2667,151.7,29.88,77,80,3.47,RU,1619650969
ahuimanu,21.4447,-157.8378,80.6,65,75,10.36,US,1619650969
maceio,-9.6658,-35.7353,75.2,94,40,3.44,BR,1619650811
luena,-11.7833,19.9167,63.23,79,65,3.51,AO,1619650970
lima,-12.0432,-77.0282,66.2,82,40,6.91,PE,1619650684
bogorodskoye,56.55,37.8833,31.05,94,51,6.24,RU,1619650970
de-kastri,51.4667,140.7833,36.03,98,100,5.19,RU,1619650971
acapulco,16.8634,-99.8901,84.2,70,75,9.22,MX,1619650780
xuddur,4.1213,43.8894,75.43,79,17,9.53,SO,1619650971
alexandria,31.2156,29.9553,66.2,77,0,8.05,EG,1619650729
hobyo,5.3505,48.5268,83.95,68,65,9.24,SO,1619650971
ribeira brava,32.65,-17.0667,60.01,85,66,8.99,PT,1619650972
kulhudhuffushi,6.6221,73.07,83.75,74,11,8.28,MV,1619650972
shivrajpur,22.4167,73.65,82.76,31,60,0.67,IN,1619650972
rocha,-34.4833,-54.3333,55.4,87,40,2.98,UY,1619650868
ancud,-41.8697,-73.8203,59.0,100,90,6.91,CL,1619650973
yar-sale,66.8333,70.8333,5.2,98,53,4.34,RU,1619650973
olivet,47.8622,1.8991,48.99,70,0,6.91,FR,1619650974
tynda,55.1667,124.7167,26.49,93,100,7.25,RU,1619650975
cidreira,-30.1811,-50.2056,64.81,81,67,8.93,BR,1619650693
yeppoon,-23.1333,150.7333,68.0,73,86,10.36,AU,1619650975
provideniya,64.3833,-173.3,33.8,64,20,13.42,RU,1619650976
flinders,-34.5833,150.8552,62.01,87,9,1.61,AU,1619650976
oktyabrskiy,54.4815,53.471,38.1,79,40,6.4,RU,1619650976
tupelo,34.2576,-88.7034,82.0,65,75,6.91,US,1619650977
quatre cocos,-20.2078,57.7625,75.0,92,99,5.99,MU,1619650977
sambava,-14.2667,50.1667,75.04,89,28,10.92,MG,1619650978
parati,-23.2178,-44.7131,71.6,68,40,6.91,BR,1619650851
naron,43.5167,-8.1528,50.0,81,20,1.14,ES,1619650978
torbat-e jam,35.244,60.6225,71.64,16,68,1.68,IR,1619650978
soliera,44.738,10.9263,57.2,88,0,3.44,IT,1619650979
ulverstone,-41.15,146.1667,55.99,93,96,1.99,AU,1619650979
rio brilhante,-21.8019,-54.5464,67.95,31,39,9.53,BR,1619650979
lodwar,3.1191,35.5973,83.73,50,64,19.42,KE,1619650980
koygorodok,60.445,50.9968,35.67,97,97,3.85,RU,1619650980
amapa,1.0,-52.0,72.72,93,100,2.44,BR,1619650981
manadhoo,5.7667,73.3833,84.09,74,9,8.14,MV,1619650981
kashi,39.4547,75.9797,66.2,15,0,11.18,CN,1619650981
dikson,73.5069,80.5464,16.27,96,100,7.25,RU,1619650982
micheweni,-4.9667,39.8333,78.13,86,69,6.46,TZ,1619650982
bonavista,48.6499,-53.1147,41.0,93,92,6.91,CA,1619650982
hede,33.7681,120.2517,58.08,60,0,11.61,CN,1619650983
tecoanapa,16.5167,-98.75,85.32,59,39,10.58,MX,1619650983
tanete,-3.9443,119.7848,76.55,89,85,1.88,ID,1619650984
half moon bay,37.4636,-122.4286,82.4,63,1,11.5,US,1619650738
pangnirtung,66.1451,-65.7125,26.6,86,90,8.05,CA,1619650761
belmonte,-15.8631,-38.8828,78.8,78,75,5.75,BR,1619650984
morant bay,17.8815,-76.4093,82.4,74,20,17.27,JM,1619650985
rudnichnyy,59.617,52.4703,35.17,94,98,5.55,RU,1619650985
cuamba,-14.8031,36.5372,66.58,97,11,1.07,MZ,1619650986
florida,28.7505,-82.5001,81.0,61,1,5.75,US,1619650986
tukrah,32.5341,20.5791,84.36,15,95,22.91,LY,1619650987
aksarka,66.5606,67.7975,23.74,92,100,8.25,RU,1619650781
bubaque,11.2833,-15.8333,77.77,71,32,18.48,GW,1619650987
kuryk,43.2,51.65,64.11,40,96,14.58,KZ,1619650988
san juan,-31.5375,-68.5364,72.14,32,0,7.92,AR,1619650988
talara,-4.5772,-81.2719,75.2,69,0,14.97,PE,1619650989
rio gallegos,-51.6226,-69.2181,46.4,49,20,28.77,AR,1619650712
ponta delgada,37.7333,-25.6667,57.2,77,75,5.75,PT,1619650989
pitimbu,-7.4706,-34.8086,78.8,83,20,5.75,BR,1619650989
rameswaram,9.2833,79.3,85.71,74,91,16.84,IN,1619650990
konyshevka,51.8418,35.2941,35.6,75,66,6.71,RU,1619650990
myrtle beach,33.6891,-78.8867,77.0,73,1,19.57,US,1619650700
rexburg,43.826,-111.7897,66.0,19,1,7.25,US,1619650976
saint george,37.1041,-113.5841,78.01,19,1,6.91,US,1619650861
longyearbyen,78.2186,15.6401,21.2,73,40,6.91,SJ,1619650991
hellvik,59.9156,5.781,39.99,67,24,1.99,NO,1619650992
linqiong,30.4159,103.4609,55.4,100,0,2.62,CN,1619650992
sao gabriel da cachoeira,-0.1303,-67.0892,73.18,98,98,2.59,BR,1619650818
umm lajj,25.0213,37.2685,81.05,38,0,6.22,SA,1619650993
bereda,43.2686,-7.5406,50.0,81,20,1.14,ES,1619650993
padang,-0.9492,100.3543,77.0,100,75,2.3,ID,1619650718
victor harbor,-35.5667,138.6167,63.0,69,5,2.46,AU,1619650994
monywa,22.1167,95.1333,84.15,57,0,4.41,MM,1619650994
yalvac,38.2956,31.1778,60.73,57,99,7.58,TR,1619650995
ambilobe,-13.2,49.05,72.54,95,5,3.47,MG,1619650995
trenggalek,-8.05,111.7167,72.95,86,64,0.92,ID,1619650996
praia da vitoria,38.7333,-27.0667,57.2,94,75,10.49,PT,1619650996
marawi,7.9986,124.2928,75.99,86,97,5.99,PH,1619650997
kismayo,-0.3582,42.5454,81.59,79,6,7.81,SO,1619650997
biltine,14.5333,20.9167,84.96,10,80,8.81,TD,1619650997
nara,34.6851,135.8049,61.0,100,75,3.44,JP,1619650851
pueblo nuevo,23.3833,-105.3833,69.51,41,10,9.35,MX,1619650998
nantucket,41.2835,-70.0995,48.2,100,90,6.91,US,1619650998
kirkenaer,60.4564,12.0582,33.8,64,0,2.3,NO,1619650999
flin flon,54.7682,-101.865,35.6,30,75,9.22,CA,1619650999
claresholm,50.0333,-113.5852,66.2,24,70,17.27,CA,1619650999
goure,13.9835,10.2704,81.72,9,2,7.45,NE,1619650798
cayenne,4.9333,-52.3333,78.01,100,75,3.44,GF,1619651000
pacifica,37.6138,-122.4869,64.99,72,1,11.5,US,1619650842
souillac,-20.5167,57.5167,75.0,92,87,5.99,MU,1619651001
kahului,20.8947,-156.47,80.6,69,40,8.05,US,1619651001
vaitape,-16.5167,-151.75,82.26,70,82,10.76,PF,1619651002
prado,-17.3411,-39.2208,75.16,83,15,7.25,BR,1619651002
plouzane,48.3833,-4.6167,46.4,81,75,3.44,FR,1619651003
meulaboh,4.1363,96.1285,76.87,88,97,3.38,ID,1619651003
winnemucca,40.973,-117.7357,69.8,17,1,10.36,US,1619651003
high wycombe,51.6291,-0.7493,42.01,90,100,9.01,GB,1619651004
nanortalik,60.1432,-45.2371,35.35,93,80,4.36,GL,1619651004
tilichiki,60.4667,166.1,30.15,94,99,5.46,RU,1619651004
ayan,56.45,138.1667,30.88,69,100,12.3,RU,1619651005
bud,39.447,-86.1758,68.0,96,100,6.08,US,1619651005
metro,-5.1131,105.3067,73.71,93,100,3.89,ID,1619650794
cascais,38.6979,-9.4215,57.0,74,57,17.0,PT,1619651006
santa lucia,27.9117,-15.5407,68.0,68,75,5.75,ES,1619651006
zaraza,9.3503,-65.3245,76.96,80,100,9.06,VE,1619651006
lencois paulista,-22.5986,-48.8003,75.2,43,0,8.05,BR,1619651007
siguiri,11.6667,-9.5,91.17,31,85,3.15,GN,1619651007
mezen,65.8522,44.24,26.69,78,56,5.03,RU,1619651007
bull savanna,17.8868,-77.5902,76.8,74,72,5.95,JM,1619651008
semey,50.4111,80.2275,57.09,71,51,6.35,KZ,1619651008
kremenchuk,49.0973,33.4197,42.67,60,1,4.79,UA,1619651008
tura,25.5198,90.2201,73.71,42,0,3.49,IN,1619651009
canon city,38.441,-105.2424,59.0,38,90,4.61,US,1619651009
tagbac,7.089,125.1567,78.8,100,75,2.3,PH,1619651010
liverpool,53.4106,-2.9779,48.2,57,0,6.91,GB,1619650784
artyom,40.4723,50.333,57.2,72,0,20.71,AZ,1619651010
aberdeen,57.1437,-2.0981,36.0,93,96,5.75,GB,1619651011
soe,-9.8607,124.284,66.43,74,18,2.37,ID,1619650712
sawakin,19.1059,37.3321,80.31,79,0,8.21,SD,1619651011
abu kamal,34.4506,40.9171,75.25,22,0,4.52,SY,1619651012
hastings,50.8552,0.5729,46.0,70,100,5.99,GB,1619651012
otradnoye,59.7775,30.8181,33.8,75,0,6.71,RU,1619651012
beian,63.6559,9.5683,33.8,80,20,5.75,NO,1619651013
porbandar,21.6422,69.6093,80.85,75,100,5.99,IN,1619651013
medicine hat,50.0501,-110.6683,66.99,22,20,9.22,CA,1619651013
aksaray,38.3726,34.0254,64.4,45,75,4.61,TR,1619651014
havre-saint-pierre,50.2334,-63.5986,42.8,87,90,8.05,CA,1619651014
pontianak,-0.0333,109.3333,75.2,94,40,3.44,ID,1619650788
klyuchi,52.2667,79.1667,47.48,90,88,7.38,RU,1619651015
northam,51.0333,-4.2167,42.01,94,78,3.0,GB,1619651015
margate,51.3813,1.3862,46.0,74,100,8.01,GB,1619650848
