City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
esperance,-33.8667,121.9,57.2,100,90,10.36,AU,1619740306
timizart,36.8,4.2667,56.19,69,39,5.59,DZ,1619740306
grand gaube,-20.0064,57.6608,73.99,92,22,1.99,MU,1619740306
san quintin,30.4833,-115.95,68.79,59,0,11.27,MX,1619740307
the valley,18.217,-63.0578,79.0,78,20,9.22,AI,1619739776
durg,21.1833,81.2833,82.99,20,0,8.86,IN,1619740038
komsomolskoye,55.2567,47.5461,36.36,80,65,5.17,RU,1619740307
cockburn town,21.4612,-71.1419,78.8,73,40,16.11,TC,1619739757
saldanha,-33.0117,17.9442,55.4,71,0,10.36,ZA,1619740308
tezu,27.9167,96.1667,80.01,35,89,2.93,IN,1619740308
wadi musa,30.3222,35.4793,67.93,24,0,5.19,JO,1619740309
sulangan,11.1373,123.7228,81.12,75,18,4.05,PH,1619740309
saint-pierre,-21.3393,55.4781,75.2,78,6,8.05,RE,1619740310
yuncheng,35.0231,110.9928,66.54,42,22,2.08,CN,1619740310
pandan,14.0453,124.1694,79.63,71,99,1.77,PH,1619740310
dzilam gonzalez,21.2833,-88.9333,90.46,35,20,11.36,MX,1619740311
chapais,49.7834,-74.8492,60.8,27,1,3.44,CA,1619740311
lukovetskiy,64.2956,41.9211,30.2,93,75,6.71,RU,1619740311
pinawa,50.1489,-95.8811,42.66,36,75,10.09,CA,1619740312
galesong,-5.3166,119.3661,77.0,100,20,2.3,ID,1619740312
constantine,36.365,6.6147,55.4,76,0,6.91,DZ,1619740312
la ronge,55.1001,-105.2842,44.6,24,18,2.3,CA,1619740313
raton,36.9034,-104.4391,66.2,18,1,12.66,US,1619740313
la rioja,42.25,-2.5,48.99,87,90,5.75,ES,1619740313
tombouctou,20.0,-3.0,94.55,14,37,9.98,ML,1619740314
shaoyang,27.2315,111.4525,67.51,72,0,5.23,CN,1619739780
maloy,61.9353,5.1136,39.99,56,7,5.75,NO,1619740314
fairbanks,64.8378,-147.7164,50.0,46,90,8.05,US,1619740098
tambovka,50.0969,128.0489,39.2,75,40,13.42,RU,1619740315
tura,25.5198,90.2201,77.18,41,4,3.94,IN,1619740315
verkhnetulomskiy,68.6073,31.7962,28.4,93,75,8.95,RU,1619740315
kilindoni,-7.9139,39.6668,79.2,81,99,5.82,TZ,1619740316
burns lake,54.2331,-125.7533,57.2,54,95,8.05,CA,1619740316
provideniya,64.3833,-173.3,33.8,64,20,4.27,RU,1619739742
husavik,66.0449,-17.3389,35.6,87,90,6.91,IS,1619740317
ambon,-3.6954,128.1814,82.99,66,96,3.42,ID,1619740317
alice springs,-23.7,133.8833,60.8,33,0,9.26,AU,1619740317
canmore,51.0834,-115.3521,62.6,44,100,11.5,CA,1619740231
flinders,-34.5833,150.8552,64.99,85,0,1.01,AU,1619739709
leningradskiy,69.3833,178.4167,27.14,84,100,14.88,RU,1619739661
manokwari,-0.8667,134.0833,82.11,71,100,1.23,ID,1619740318
leshukonskoye,64.8989,45.7622,29.05,91,100,4.36,RU,1619740318
miraflores,19.2167,-98.8083,80.6,26,75,13.8,MX,1619740319
calvinia,-31.4707,19.776,47.35,80,0,4.99,ZA,1619740319
santa luzia,-19.7697,-43.8514,71.6,73,0,14.97,BR,1619740319
yubari,43.0378,141.9578,44.6,93,75,21.85,JP,1619740320
port-gentil,-0.7193,8.7815,78.8,89,75,2.3,GA,1619740320
kieta,-6.2167,155.6333,85.05,65,20,3.44,PG,1619739742
hofn,64.2539,-15.2082,39.45,73,55,4.65,IS,1619740321
luderitz,-26.6481,15.1594,56.32,77,0,22.5,NA,1619740321
arlit,18.7369,7.3853,87.28,8,18,6.78,NE,1619740321
iskateley,67.6803,53.1512,22.87,93,68,3.36,RU,1619740322
vitim,59.4511,112.5578,32.11,82,86,1.36,RU,1619740322
petatlan,17.5167,-101.2667,86.0,62,1,5.32,MX,1619740323
cabedelo,-6.9811,-34.8339,75.2,94,75,4.61,BR,1619739802
rakovski,42.3,24.9667,55.4,94,75,4.61,BG,1619740323
ravar,31.2656,56.8055,72.9,35,100,3.6,IR,1619740323
slyudyanka,51.6594,103.7061,37.15,86,99,1.88,RU,1619740324
tocantins,-10.5,-48.0,75.2,94,20,2.3,BR,1619740324
ancud,-41.8697,-73.8203,57.99,88,90,14.97,CL,1619740325
ulaangom,49.9811,92.0667,52.59,44,73,2.21,MN,1619740325
denpasar,-8.65,115.2167,78.8,94,40,3.44,ID,1619740325
ayagoz,47.9714,80.4392,54.57,84,79,9.46,KZ,1619740326
sangar,63.9242,127.4739,30.97,89,100,3.78,RU,1619740326
sapouy,11.5544,-1.7736,87.33,37,39,6.17,BF,1619740326
faya,18.3851,42.4509,62.6,72,40,5.59,SA,1619740327
krasnoselkup,65.7,82.4667,30.96,94,99,17.52,RU,1619739741
contamana,-7.3333,-75.0167,70.32,86,51,2.59,PE,1619740327
roebourne,-20.7833,117.1333,82.08,28,0,6.17,AU,1619740328
mayumba,-3.432,10.6554,78.28,89,97,4.88,GA,1619739759
biak,-0.9131,122.8766,80.6,70,92,2.68,ID,1619739748
isangel,-19.55,169.2667,77.0,78,75,9.22,VU,1619739735
utiel,39.5667,-1.2,64.0,84,72,5.06,ES,1619740329
paita,-5.0892,-81.1144,70.75,76,0,16.49,PE,1619740329
igdir,39.9237,44.045,55.4,76,20,4.61,TR,1619740329
alofi,-19.0595,-169.9187,86.0,74,40,4.61,NU,1619740211
price,39.5994,-110.8107,73.4,16,1,3.44,US,1619740330
rosita,13.9268,-84.4032,82.9,57,28,7.25,NI,1619740330
sambava,-14.2667,50.1667,75.16,87,29,9.35,MG,1619739817
lorengau,-2.0226,147.2712,84.67,69,56,4.0,PG,1619740331
el alto,-4.2714,-81.2147,69.46,75,7,13.15,PE,1619740331
lamu,-2.2717,40.902,81.19,78,70,12.41,KE,1619739785
gedo,9.0167,37.45,53.64,98,100,0.92,ET,1619740331
byumba,-1.5763,30.0675,66.2,94,40,4.61,RW,1619740332
pathein,16.7833,94.7333,79.59,80,12,2.8,MM,1619740332
morondava,-20.2833,44.2833,77.72,77,0,3.18,MG,1619739762
mehamn,71.0357,27.8492,28.96,62,100,22.75,NO,1619739794
presque isle,46.6811,-68.0159,62.6,36,1,6.91,US,1619740333
beringovskiy,63.05,179.3167,29.66,73,52,5.26,RU,1619740333
